https://twitter.com/intent/tweet?text=%D0%9E%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D0%BD%D0%B0+%D0%B1%D0%B0%D0%B7%D0%B0+%D1%83%D1%87%D1%91%D0%BD%D1%8B%D1%85%2C+%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D1%8B%D0%B5+%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE+%D1%86%D0%B8%D1%82%D0%B8%D1%80%D1%83%D1%8E%D1%82+%D1%81%D0%B0%D0%BC%D0%B8+%D1%81%D0%B5%D0%B1%D1%8F.+%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0+%D0%B8+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F+%D0%B2+%D0%BB%D0%B8%D0%B4%D0%B5%D1%80%D0%B0%D1%85+https://habr.com/p/464567/+via+%40habr_com	Post a Tweet on Twitter	Twitter
https://career.habr.com/vacancies/	Вакансии — Хабр Карьера	Not Found
https://career.habr.com/ipfedosov	Илья Федосов (ipfedosov) — Хабр Карьера	Not Found
https://account.habr.com/settings/	Вход — Habr Account	Not Found
https://career.habr.com/feedback	Служба поддержки — Хабр Карьера	Not Found
https://habr.com/ru/users/BANTIK/	Александр Баталов aka BANTIK из компании Флант - IT-менеджер на Хабр	Александр Баталов BANTIK
https://habr.com/ru/users/NeoCode/	NeoCode - Пользователь на Хабр	NeoCode
https://qna.habr.com/q/743479	Бесплатная (без ключей активации) програмка для записи видео с экрана для проведения обучающих уроков? — Хабр Q&A	Бесплатная (без ключей активации) програмка для записи видео с экрана для проведения обучающих уроков?
https://habr.com/ru/article/493628/	Опрос: как сильно умные устройства захватили нашу жизнь? / Хабр	Опрос: как сильно умные устройства захватили нашу жизнь?
https://habr.com/ru/post/493638/	Памятка по организации удаленной работы команды разработки / Хабр	Памятка по организации удаленной работы команды разработки
https://habr.com/ru/company/ods/	Open Data Science, Москва - Крупнейшее русскоязычное Data Science сообщество / Статьи / Хабр	Open Data Science
https://habr.com/ru/post/444622/	R пакет tidyr и его новые функции pivot_longer и pivot_wider / Хабр	R пакет tidyr и его новые функции pivot_longer и pivot_wider
https://habr.com/ru/company/tuturu/blog/491984/	Автоматизация аэропорта в HEL / Блог компании Туту.ру / Хабр	Автоматизация аэропорта в HEL
https://habr.com/ru/hub/kubernetes/page20/	Kubernetes – Фреймворк для работы с контейнерными приложениями / Хабр	Kubernetes
https://habr.com/ru/company/mailru/blog/491174/	Не пиши одно и то же: как переиспользуемые компоненты React помогут фронтенд-разработчику быстрее создавать приложения / Блог компании Mail.ru Group / Хабр	Не пиши одно и то же: как переиспользуемые компоненты React помогут фронтенд-разработчику быстрее создавать приложения
https://habr.com/ru/hub/gamedev/	Разработка игр – Разработка игр / Хабр	Разработка игр
https://account.habr.com/info/confidential/?hl=ru_RU	Политика конфиденциальности — Habr Account	Not Found
https://habr.com/ru/company/mailru/blog/493138/	Поговори со мной: что сегодня умеют голосовые боты / Блог компании Mail.ru Group / Хабр	Поговори со мной: что сегодня умеют голосовые боты
https://habr.com/ru/post/495340/	Как поменять работу администратора в ресторане на хорошую работу в IT / Хабр	Как поменять работу администратора в ресторане на хорошую работу в IT
https://habr.com/ru/hub/wearable_electronics/page6/	Носимая электроника – Всё своё ношу на себе / Хабр	Носимая электроника
https://habr.com/ru/post/494544/	Парсинг фотографий с сайта cian.ru с помощью Selenium / Хабр	Парсинг фотографий с сайта cian.ru с помощью Selenium
https://habr.com/ru/hub/wearable_electronics/page8/	Носимая электроника – Всё своё ношу на себе / Хабр	Носимая электроника
https://freelance.habr.com?utm_source=habr&utm_medium=habr_top_panel	Хабр Фриланс	Отдайте задачи фрилансерам и освободите время для важного
https://career.habr.com/vacancies/1000058151	Требуется «Product Designer / Дизайнер Продукта» — Хабр Карьера	Product Designer / Дизайнер Продукта
https://habr.com/ru/company/mailru/blog/490790/	Zip-файлы: история, объяснение и реализация / Блог компании Mail.ru Group / Хабр	Zip-файлы: история, объяснение и реализация
https://habr.com/ru/hub/data_mining/page5/	Data Mining – Глубинный анализ данных / Хабр	Data Mining
https://habr.com/ru/hub/easyelectronics/	Электроника для начинающих – Arduino, DYI и как собрать Электроника / Хабр	Электроника для начинающих
https://career.habr.com/vacancies?skills%5B%5D=101	Вакансии — Хабр Карьера	Not Found
https://career.habr.com/vacancies?skills%5B%5D=28	Вакансии — Хабр Карьера	Not Found
https://habr.com/ru/hub/open_source/	Open source – Открытое программное обеспечение / Хабр	Open source
https://career.habr.com/vacancies/1000057495	Требуется «C++ разработчик на проект "Умная колонка"» — Хабр Карьера	C++ разработчик на проект "Умная колонка"
https://habr.com/ru/users/AntonSor/	Антон Сорокин aka AntonSor - Пользователь на Хабр	Антон Сорокин AntonSor
https://habr.com/feedback/	Обратная связь / Хабр	Обратная связь
https://career.habr.com/vacancies/1000058106	Требуется «PHP-программист | Senior PHP Developer» — Хабр Карьера	PHP-программист | Senior PHP Developer
https://habr.com/ru/company/ruvds/blog/495466/	Ловушки для хакера. Обнаруживаем взлом на раннем этапе с помощью Canarytokens / Блог компании RUVDS.com / Хабр	Ловушки для хакера. Обнаруживаем взлом на раннем этапе с помощью Canarytokens
https://habr.com/ru/users/Wimbo/	Андрей Сидоров aka Wimbo из компании Флант - Engineer на Хабр	Андрей Сидоров Wimbo
https://habr.com/ru/users/cleverdata_team/	cleverdata_team из компании ГК ЛАНИТ - Пользователь на Хабр	cleverdata_team
https://habr.com/ru/users/schrc/	Саша Крючкова aka schrc из компании Mail.ru Group - Пользователь на Хабр	Саша Крючкова schrc
https://habr.com/ru/hub/wearable_electronics/top25/	Носимая электроника – Всё своё ношу на себе / Хабр	Носимая электроника
https://habr.com/ru/users/vovkins/	vovkins из компании Mail.ru Group - Пользователь на Хабр	vovkins
https://career.habr.com/vacancies?skills%5B%5D=1094	Вакансии — Хабр Карьера	Not Found
https://career.habr.com/vacancies?skills%5B%5D=446	Вакансии — Хабр Карьера	Not Found
https://career.habr.com/vacancies?skills%5B%5D=713	Вакансии — Хабр Карьера	Not Found
https://habr.com/ru/company/tuturu/blog/493250/	Что происходит с путешествиями прямо сейчас — и как защититься в транспорте / Блог компании Туту.ру / Хабр	Что происходит с путешествиями прямо сейчас — и как защититься в транспорте
https://habr.com/ru/post/485568/	Опенсорс приключения киберэлектроника / Хабр	Опенсорс приключения киберэлектроника
https://career.habr.com/vacancies?divisions%5B%5D=analytics	Вакансии — Хабр Карьера	Not Found
https://getpocket.com/signup/?route=%2Fedit.php%3Furl%3Dhttps%3A%2F%2Fhabr.com%2Fru%2Fnews%2Ft%2F464567%2F%26title%3D%25D0%259E%25D0%25BF%25D1%2583%25D0%25B1%25D0%25BB%25D0%25B8%25D0%25BA%25D0%25BE%25D0%25B2%25D0%25B0%25D0%25BD%25D0%25B0%2520%25D0%25B1%25D0%25B0%25D0%25B7%25D0%25B0%2520%25D1%2583%25D1%2587%25D1%2591%25D0%25BD%25D1%258B%25D1%2585%2C%2520%25D0%25BA%25D0%25BE%25D1%2582%25D0%25BE%25D1%2580%25D1%258B%25D0%25B5%2520%25D0%25B0%25D0%25BA%25D1%2582%25D0%25B8%25D0%25B2%25D0%25BD%25D0%25BE%2520%25D1%2586%25D0%25B8%25D1%2582%25D0%25B8%25D1%2580%25D1%2583%25D1%258E%25D1%2582%2520%25D1%2581%25D0%25B0%25D0%25BC%25D0%25B8%2520%25D1%2581%25D0%25B5%25D0%25B1%25D1%258F.%2520%25D0%25A3%25D0%25BA%25D1%2580%25D0%25B0%25D0%25B8%25D0%25BD%25D0%25B0%2520%25D0%25B8%2520%25D0%25A0%25D0%25BE%25D1%2581%25D1%2581%25D0%25B8%25D1%258F%2520%25D0%25B2%2520%25D0%25BB%25D0%25B8%25D0%25B4%25D0%25B5%25D1%2580%25D0%25B0%25D1%2585&ep=1	Pocket: Sign Up	Pocket
https://qna.habr.com/q/742611	Что изучить, прочитать по разработке логики (алгоритма) работы будущей программы? — Хабр Q&A	Что изучить, прочитать по разработке логики (алгоритма) работы будущей программы?
https://habr.com/ru/company/jetinfosystems/blog/491988/	Что нового в Red Hat OpenShift 4.2 и 4.3? / Блог компании Инфосистемы Джет / Хабр	Что нового в Red Hat OpenShift 4.2 и 4.3?
https://habr.com/ru/company/itsumma/blog/484194/	Kubernetes в переводе на детский / Блог компании ITSumma / Хабр	Kubernetes в переводе на детский
https://habr.com/ru/company/itsumma/blog/481640/	Релиз новой версии плагина DevOpsProdigy KubeGraf / Блог компании ITSumma / Хабр	Релиз новой версии плагина DevOpsProdigy KubeGraf
https://habr.com/ru/news/t/487946/	Microsoft представила DeepSpeed для тренировки нейросетей на моделях с >100 млрд параметров / Хабр	Microsoft представила DeepSpeed для тренировки нейросетей на моделях с >100 млрд параметров
https://habr.com/ru/news/t/451038/	Управление делами президента разместило тендер на услуги по мониторингу СМИ в сети Интернет / Хабр	Управление делами президента разместило тендер на услуги по мониторингу СМИ в сети Интернет
https://habr.com/ru/users/olegbunin/	Олег Бунин aka olegbunin из компании Mail.ru Group - Пользователь на Хабр	Олег Бунин olegbunin
https://habr.com/ru/company/ua-hosting/blog/495378/	Конференция DEFCON 27. Buttplug: подлинное тестирование на проникновение. Часть 1 / Блог компании ua-hosting.company / Хабр	Конференция DEFCON 27. Buttplug: подлинное тестирование на проникновение. Часть 1
https://habr.com/ru/post/321260/	Процедурная генерация уровней для M.E.R.C. в Unity / Хабр	Процедурная генерация уровней для M.E.R.C. в Unity
https://career.habr.com/vacancies?skills%5B%5D=183	Вакансии — Хабр Карьера	Not Found
https://career.habr.com/vacancies?skills%5B%5D=966	Вакансии — Хабр Карьера	Not Found
https://qna.habr.com/q/743413	Как на nodejs выполнить запрос через цепочку прокси? — Хабр Q&A	Как на nodejs выполнить запрос через цепочку прокси?
https://habr.com/ru/hub/data_engineering/	Data Engineering – обсуждаем вопросы сбора и подготовки данных / Хабр	Data Engineering
https://habr.com/ru/hub/data_mining/page3/	Data Mining – Глубинный анализ данных / Хабр	Data Mining
https://habr.com/ru/hubs/	Хабы / Хабр	Not Found
https://habr.com/ru/hub/cloud_computing/	Облачные вычисления – Концепция общего доступа к ресурсам / Хабр	Облачные вычисления
https://habr.com/ru/company/it-grad/blog/493142/	“Давайте использовать Kubernetes!” Теперь у вас 8 проблем / Блог компании ИТ-ГРАД / Хабр	“Давайте использовать Kubernetes!” Теперь у вас 8 проблем
https://habr.com/ru/docs/help/sandbox/	Песочница / Устройство сайта / Хабр	Not Found
https://habr.com/ru/company/pult/	Pult.ru, Россия - Крупнейшая сеть Hi-Fi, High End в России / Статьи / Хабр	Pult.ru
https://habr.com/ru/company/pult/blog/492574/	Размышления о вероятности взлёта: Apple AirPods под прицелом Momentum True Wireless 2 / Блог компании Pult.ru / Хабр	Размышления о вероятности взлёта: Apple AirPods под прицелом Momentum True Wireless 2
https://habr.com/ru/hub/machine_learning/	Машинное обучение – Основа искусственного интеллекта / Хабр	Машинное обучение
https://habr.com/ru/company/darudar/blog/143188/	Как правильно сортировать контент на основе оценок пользователей / Блог компании Дарудар / Хабр	Как правильно сортировать контент на основе оценок пользователей
https://career.habr.com/matonite	Анастасия Матоните (matonite) — Хабр Карьера	Not Found
https://habr.com/ru/hub/circuit-design/	Схемотехника – Проектирование электронных схем / Хабр	Схемотехника
https://career.habr.com/companies/whisk	Компания «Whisk» — Хабр Карьера	Not Found
https://career.habr.com/vacancies/1000057956	Требуется «Специалист службы поддержки (на смену с 16.00 до 24.00 по МСК)» — Хабр Карьера	Специалист службы поддержки (на смену с 16.00 до 24.00 по МСК)
https://habr.com/company/domclick/	ДомКлик, Россия - / Статьи / Хабр	ДомКлик
https://habr.com/ru/company/mailru/blog/491040/	QA Meetup в Нижнем — как это было и материалы с мероприятия / Блог компании Mail.ru Group / Хабр	QA Meetup в Нижнем — как это было и материалы с мероприятия
https://habr.com/ru/company/nixys/blog/495494/	Создание дополнительного kube-scheduler’a с кастомным набором правил планирования / Блог компании Nixys / Хабр	Создание дополнительного kube-scheduler’a с кастомным набором правил планирования
https://habr.com/ru/hub/graph_design/	Графический дизайн – Художественно-проектная деятельность / Хабр	Графический дизайн
https://habr.com/ru/hub/electronics/	Производство и разработка электроники – Как наладить процесс / Хабр	Производство и разработка электроники
https://habr.com/ru/hub/data_mining/top10/	Data Mining – Глубинный анализ данных / Хабр	Data Mining
https://habr.com/ru/users/Delvish/	Delvish - Пользователь на Хабр	Delvish
https://habr.com/ru/search/?q=%5Btarantool%5D&target_type=posts	Результаты поиска по запросу «[tarantool]» / Хабр	Not Found
https://career.habr.com/vacancies?skills%5B%5D=229	Вакансии — Хабр Карьера	Not Found
https://habr.com/info/help/registration/	Регистрация и приглашения / Устройство сайта / Хабр	Not Found
https://habr.com/ru/users/alizar/	Анатолий Ализар aka alizar - хакер, редактор на Хабр	Анатолий Ализар alizar
https://qna.habr.com/q/743461?from=questions_similar	Почему падает контейнер докера? — Хабр Q&A	Почему падает контейнер докера?
https://habr.com/ru/hub/image_processing/	Обработка изображений – Работаем с фото и видео / Хабр	Обработка изображений
https://habr.com/ru/hub/data_mining/page8/	Data Mining – Глубинный анализ данных / Хабр	Data Mining
https://career.habr.com/companies/leko	Компания «ЛЕКО» — Хабр Карьера	Not Found
https://habr.com/ru/company/maxilect/blog/493056/	Чек-лист: как не потерять сотрудников, отправив их на удаленку / Блог компании Maxilect / Хабр	Чек-лист: как не потерять сотрудников, отправив их на удаленку
https://habr.com/ru/company/flant/blog/480946/	Логи в Kubernetes (и не только) сегодня: ожидания и реальность / Блог компании Флант / Хабр	Логи в Kubernetes (и не только) сегодня: ожидания и реальность
https://qna.habr.com/q/743327	Список вирусных процессов? — Хабр Q&A	Список вирусных процессов?
https://habr.com/ru/hub/research/	Исследования и прогнозы в IT – Исследования, тренды и прогнозы в IT-сфере / Хабр	Исследования и прогнозы в IT
https://career.habr.com/companies/sberbank-russia/vacancies	Открытые вакансии компании «Сбербанк» — Хабр Карьера	Вакансии компании «Сбербанк»
https://habr.com/ru/company/oleg-bunin/blog/493116/	«Больше интерактива!» или Как прошел TeamLead Conf 2020 / Блог компании Конференции Олега Бунина (Онтико) / Хабр	«Больше интерактива!» или Как прошел TeamLead Conf 2020
https://habr.com/ru/users/DSolodukhin/	DSolodukhin - Senior Java Developer на Хабр	DSolodukhin
https://career.habr.com/vacancies?skills%5B%5D=737	Вакансии — Хабр Карьера	Not Found
https://habr.com/ru/users/Jabher/	Сева Родионов aka Jabher - Джаваскрипт-шалун на Хабр	Сева Родионов Jabher
http://twitter.com/intent/tweet?text=Максим Ахмеров спрашивает «%D0%92+%D1%87%D0%B5%D0%BC+%D0%BE%D1%82%D0%BB%D0%B8%D1%87%D0%B8%D0%B5+%D0%BC%D0%B5%D0%B6%D0%B4%D1%83+%D1%81%D1%82%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9%2F%D0%B4%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9+%D1%82%D0%B8%D0%BF%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B5%D0%B9+%D0%B8+%D1%8F%D0%B2%D0%BD%D0%BE%D0%B9%2F%D0%BD%D0%B5%D1%8F%D0%B2%D0%BD%D0%BE%D0%B9%3F» https://qna.habr.com/q/740743+via+@toster_ru+%23toster	Post a Tweet on Twitter	Twitter
https://habr.com/ru/company/tuturu/workers/	Сотрудники компании Туту.ру / Хабр	Туту.ру
https://habr.com/ru/hub/community_management/	Управление сообществом – Создание, поддержка и развитие сообщества / Хабр	Управление сообществом
https://habr.com/ru/users/AlexAV1000/	AlexAV1000 - Пользователь на Хабр	AlexAV1000
https://habr.com/ru/post/454078/	«Мобильный контент» бесплатно, без смс и регистраций. Подробности мошенничества от Мегафона / Хабр	«Мобильный контент» бесплатно, без смс и регистраций. Подробности мошенничества от Мегафона
https://habr.com/ru/hub/transport/	Транспорт – Ездит или летает? / Хабр	Транспорт
https://habr.com/ru/hub/productpm/	Управление продуктом – Учимся управлять продуктом / Хабр	Управление продуктом
https://career.habr.com/vacancies/1000040903	Требуется «Middle/Senior Frontend Developer» — Хабр Карьера	Middle/Senior Frontend Developer
https://habr.com/ru/post/495156/	Удивительно, что ваш продукт еще работает / Хабр	Удивительно, что ваш продукт еще работает
https://habr.com/ru/hub/data_mining/top100/	Data Mining – Глубинный анализ данных / Хабр	Data Mining
https://habr.com/ru/hub/ui/	Интерфейсы – То, что помогает ориентироваться / Хабр	Интерфейсы
https://habr.com/ru/post/448530/	Как Мегафон спалился на мобильных подписках / Хабр	Как Мегафон спалился на мобильных подписках
https://habr.com/ru/post/493914/	Web2Text: глубокое структурированное извлечение содержимого web-страницы / Хабр	Web2Text: глубокое структурированное извлечение содержимого web-страницы
http://vk.com/share.php?url=https://qna.habr.com/answer?answer_id=1568251	ДОСТУП ОБМЕЖЕНО! | ACCESS IS RESTRICTED!	ДОСТУП ОБМЕЖЕНО!
https://career.habr.com/vacancies/1000052555	Требуется «Frontend developer (Vue.js)» — Хабр Карьера	Frontend developer (Vue.js)
http://twitter.com/intent/tweet?text=Рональд Макдональд ответил на вопрос «%D0%9A%D0%B0%D0%BA%D0%B8%D0%B5+%D0%BD%D0%B0%D1%83%D1%88%D0%BD%D0%B8%D0%BA%D0%B8+%D0%B4%D0%BE+1500-2000+%D1%80+%D0%B2%D1%8B%D0%B1%D1%80%D0%B0%D1%82%D1%8C%3F» https://qna.habr.com/answer?answer_id=1568249+via+@toster_ru+%23toster	Post a Tweet on Twitter	Twitter
https://career.habr.com/vacancies?skills%5B%5D=702	Вакансии — Хабр Карьера	Not Found
https://habr.com/ru/users/belgraviton/	Вадим Петров aka belgraviton из компании Open Data Science - CV и DL исследователь на Хабр	Вадим Петров belgraviton
https://habr.com/ru/hub/data_mining/top50/	Data Mining – Глубинный анализ данных / Хабр	Data Mining
https://habr.com/ru/users/JustDont/	JustDont - Фронтэнд-разработчик на Хабр	JustDont
https://m.habr.com/ru/post/495460/	На Уране взорвался газовый пузырь размером в 22000 раз больше Земли / Хабр	На Уране взорвался газовый пузырь размером в 22000 раз больше Земли
https://habr.com/ru/users/Lex20/	Алексей Борисенко aka Lex20 - Программист на Хабр	Алексей Борисенко Lex20
https://habr.com/ru/company/southbridge/blog/482620/	Слёрм: Хабр, с праздником… / Блог компании Southbridge / Хабр	Слёрм: Хабр, с праздником…
http://vk.com/share.php?url=https://qna.habr.com/answer?answer_id=1579791	ДОСТУП ОБМЕЖЕНО! | ACCESS IS RESTRICTED!	ДОСТУП ОБМЕЖЕНО!
https://qna.habr.com/q/742691?from=questions_similar	ImportError: Failed to import test module, как решить? — Хабр Q&A	ImportError: Failed to import test module, как решить?
https://career.habr.com/vacancies?skills%5B%5D=874	Вакансии — Хабр Карьера	Not Found
https://qna.habr.com/q/742805	Что означает символ Эт (собака) перед функцией? — Хабр Q&A	Что означает символ Эт (собака) перед функцией?
https://habr.com/ru/users/iovodov/	Илья Оводов aka iovodov из компании Open Data Science - Программист-аналитик в области CV на Хабр	Илья Оводов iovodov
http://twitter.com/intent/tweet?text=Сергей Соколов ответил на вопрос «%D0%91%D0%B5%D1%81%D0%BF%D0%BB%D0%B0%D1%82%D0%BD%D0%B0%D1%8F+%28%D0%B1%D0%B5%D0%B7+%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%B9+%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%B0%D1%86%D0%B8%D0%B8%29+%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BA%D0%B0+%D0%B4%D0%BB%D1%8F+%D0%B7%D0%B0%D0%BF%D0%B8%D1%81%D0%B8+%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE+%D1%81+%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0+%D0%B4%D0%BB%D1%8F+%D0%BF%D1%80%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F+%D0%BE%D0%B1%D1%83%D1%87%D0%B0%D1%8E%D1%89%D0%B8%D1%85+%D1%83%D1%80%D0%BE%D0%BA%D0%BE%D0%B2%3F» https://qna.habr.com/answer?answer_id=1579791+via+@toster_ru+%23toster	Post a Tweet on Twitter	Twitter
https://habr.com/ru/users/anton19286/	anton19286 - Пользователь на Хабр	anton19286
https://qna.habr.com/q/740621	Nginx backend установлен в docker за nginx-proxy. Вместо реального ip клиента на бекэнде получаются ip контейнера. Как получить реальный ip клиента? — Хабр Q&A	Nginx backend установлен в docker за nginx-proxy. Вместо реального ip клиента на бекэнде получаются ip контейнера. Как получить реальный ip клиента?
https://habr.com/ru/users/n_bogdanov/	Николай Богданов aka n_bogdanov из компании Флант - DevOps-инженер на Хабр	Николай Богданов n_bogdanov
https://habr.com/ru/company/badoo/	Badoo, Москва - Big Dating / Статьи / Хабр	Badoo
https://career.habr.com/vacancies?skills%5B%5D=414	Вакансии — Хабр Карьера	Not Found
https://habr.com/ru/users/empenoso/	Михаил Шардин aka empenoso - Разработчик на Хабр	Михаил Шардин empenoso
https://habr.com/ru/users/svetlyak/posts/	Публикации / Профиль Svetlyak / Хабр	Александр Артёменко Svetlyak
https://habr.com/ru/hub/mobile_testing/	Тестирование мобильных приложений – Методы, советы, опыт / Хабр	Тестирование мобильных приложений
https://habr.com/ru/hub/gamedev/page7/	Разработка игр – Разработка игр / Хабр	Разработка игр
https://habr.com/ru/hub/tdd/	TDD – Разработка через тестирование / Хабр	TDD
https://habr.com/ru/company/raiffeisenbank/blog/494830/	ViennaNET: набор библиотек для backend’а / Блог компании Райффайзенбанк / Хабр	ViennaNET: набор библиотек для backend’а
